organismName	taxId	checkmSpeciesTaxId	accession	completeness	gcPercent	superkingdom	phylum	class	order	family	genus	species
Candidatus Scalindua brodae	237368		GCF_000786775.1			NA	203682 [phylum] Planctomycetota	2517206 [class] Candidatus Brocadiia	1127829 [order] Candidatus Brocadiales	2897346 [family] Candidatus Scalinduaceae	236756 [genus] Candidatus Scalindua	237368 [species] Candidatus Scalindua brodae
Candidatus Brocadia sinica JPN1	1197129	795830	GCF_000949635.1	94.83	42.5	NA	203682 [phylum] Planctomycetota	2517206 [class] Candidatus Brocadiia	1127829 [order] Candidatus Brocadiales	1127830 [family] Candidatus Brocadiaceae	380240 [genus] Candidatus Brocadia	795830 [species] Candidatus Brocadia sinica
Candidatus Brocadia sapporoensis	392547	392547	GCF_001753675.2	89.66	42.5	NA	203682 [phylum] Planctomycetota	2517206 [class] Candidatus Brocadiia	1127829 [order] Candidatus Brocadiales	1127830 [family] Candidatus Brocadiaceae	380240 [genus] Candidatus Brocadia	392547 [species] Candidatus Brocadia sapporoensis
Candidatus Scalindua japonica	1284222	1284222	GCF_002443295.1	93.1	39.0	NA	203682 [phylum] Planctomycetota	2517206 [class] Candidatus Brocadiia	1127829 [order] Candidatus Brocadiales	2897346 [family] Candidatus Scalinduaceae	236756 [genus] Candidatus Scalindua	1284222 [species] Candidatus Scalindua japonica
Candidatus Brocadiaceae bacterium S225	2528033		GCF_007859995.1			NA	203682 [phylum] Planctomycetota	2517206 [class] Candidatus Brocadiia	1127829 [order] Candidatus Brocadiales	1127830 [family] Candidatus Brocadiaceae	NA	2528033 [species] Candidatus Brocadiaceae bacterium S225
Candidatus Brocadiaceae bacterium B188	2528032		GCF_007860005.1			NA	203682 [phylum] Planctomycetota	2517206 [class] Candidatus Brocadiia	1127829 [order] Candidatus Brocadiales	1127830 [family] Candidatus Brocadiaceae	NA	2528032 [species] Candidatus Brocadiaceae bacterium B188
Candidatus Kuenenia stuttgartiensis	174633	174633	GCF_011066545.1	94.83	41.0	NA	203682 [phylum] Planctomycetota	2517206 [class] Candidatus Brocadiia	1127829 [order] Candidatus Brocadiales	1127830 [family] Candidatus Brocadiaceae	380738 [genus] Candidatus Kuenenia	174633 [species] Candidatus Kuenenia stuttgartiensis
Candidatus Kuenenia sp.	2499824	2499824	GCF_027493735.1	93.97	41.0	NA	203682 [phylum] Planctomycetota	2517206 [class] Candidatus Brocadiia	1127829 [order] Candidatus Brocadiales	1127830 [family] Candidatus Brocadiaceae	380738 [genus] Candidatus Kuenenia	2499824 [species] Candidatus Kuenenia sp.
Candidatus Brocadia sp. AMX2	2293635	2293635	GCF_030263755.1	99.02	42.5	NA	203682 [phylum] Planctomycetota	2517206 [class] Candidatus Brocadiia	1127829 [order] Candidatus Brocadiales	1127830 [family] Candidatus Brocadiaceae	380240 [genus] Candidatus Brocadia	2293635 [species] Candidatus Brocadia sp. AMX2
Candidatus Jettenia sp. AMX1	2293637	2293637	GCF_030263775.1	98.28	40.0	NA	203682 [phylum] Planctomycetota	2517206 [class] Candidatus Brocadiia	1127829 [order] Candidatus Brocadiales	1127830 [family] Candidatus Brocadiaceae	360731 [genus] Candidatus Jettenia	2293637 [species] Candidatus Jettenia sp. AMX1
Candidatus Kuenenia sp.	2499824	2499824	GCF_039794105.1	94.83	41.0	NA	203682 [phylum] Planctomycetota	2517206 [class] Candidatus Brocadiia	1127829 [order] Candidatus Brocadiales	1127830 [family] Candidatus Brocadiaceae	380738 [genus] Candidatus Kuenenia	2499824 [species] Candidatus Kuenenia sp.
Candidatus Kuenenia sp.	2499824	2499824	GCF_048500235.1	94.83	41.0	NA	203682 [phylum] Planctomycetota	2517206 [class] Candidatus Brocadiia	1127829 [order] Candidatus Brocadiales	1127830 [family] Candidatus Brocadiaceae	380738 [genus] Candidatus Kuenenia	2499824 [species] Candidatus Kuenenia sp.
Candidatus Kuenenia stuttgartiensis	174633	174633	GCF_900232105.1	94.83	41.0	NA	203682 [phylum] Planctomycetota	2517206 [class] Candidatus Brocadiia	1127829 [order] Candidatus Brocadiales	1127830 [family] Candidatus Brocadiaceae	380738 [genus] Candidatus Kuenenia	174633 [species] Candidatus Kuenenia stuttgartiensis
Candidatus Kuenenia stuttgartiensis	174633	174633	GCF_900232175.1	94.83	41.0	NA	203682 [phylum] Planctomycetota	2517206 [class] Candidatus Brocadiia	1127829 [order] Candidatus Brocadiales	1127830 [family] Candidatus Brocadiaceae	380738 [genus] Candidatus Kuenenia	174633 [species] Candidatus Kuenenia stuttgartiensis
uncultured Candidatus Kuenenia sp.	1048336	1048336	GCF_900696675.1	99.41	40.5	NA	203682 [phylum] Planctomycetota	2517206 [class] Candidatus Brocadiia	1127829 [order] Candidatus Brocadiales	1127830 [family] Candidatus Brocadiaceae	380738 [genus] Candidatus Kuenenia	1048336 [species] uncultured Candidatus Kuenenia sp.
