genome_name,contig_size,p_gene_nr,p_gene_length_sum,n_gene_nr,n_gene_length_sum,p_U_overlap_nr,p_U_overlap_length_sum,n_U_overlap_nr,n_U_overlap_length_sum,p_gap_length_sum,n_gap_length_sum,C_overlap_nr,D_overlap_nr,C_lengt_sum,D_lengt_sum
GCA_002050315.1,8752,6,4761,2,2440,1,-66,0,0,3212,1084,0,0,0,0
GCA_002050315.1,42884,18,15387,27,21381,2,-3,2,-23,24696,20941,0,2,0,48
GCA_002050315.1,15909,6,7041,7,6446,1,0,1,-3,564,8913,0,0,0,0
GCA_002050315.1,26037,15,13467,9,8751,2,-21,3,-3,12475,14573,0,0,0,0
GCA_002050315.1,17755,8,7530,6,5393,0,0,0,0,5326,6177,0,0,0,0
GCA_002050315.1,10430,6,9729,0,0,2,-9,0,0,413,0,0,0,0,0
GCA_002050315.1,6866,1,188,5,4966,0,0,0,0,0,1491,0,0,0,0
GCA_002050315.1,23091,18,16794,6,3948,6,-86,0,0,5606,1273,0,0,0,0
GCA_002050315.1,45378,3,4775,31,35483,0,0,3,-65,27303,7501,0,0,0,0
GCA_002050315.1,16454,2,2241,17,12196,0,0,0,0,180,1405,0,0,0,0
GCA_002050315.1,50144,8,6760,40,38452,0,0,20,-307,36938,11530,0,0,0,0
GCA_002050315.1,16566,5,4366,11,10369,0,0,2,-10,10234,5209,0,1,0,7
GCA_002050315.1,60747,22,16607,34,35207,3,-58,9,-93,31397,20215,0,0,0,0
GCA_002050315.1,44205,8,4329,18,32079,1,-3,1,-15,28980,10398,0,0,0,0
GCA_002050315.1,7537,1,254,7,6575,0,0,0,0,0,675,0,0,0,0
GCA_002050315.1,58871,8,7669,38,40539,0,0,3,-16,50237,11819,0,0,0,0
GCA_002050315.1,54932,22,18080,27,25491,0,0,3,-12,19994,26122,0,0,0,0
GCA_002050315.1,12182,9,6306,9,3873,2,-35,1,-13,2196,8095,0,0,0,0
GCA_002050315.1,28803,21,20835,6,3107,0,0,0,0,6502,25391,0,0,0,0
GCA_002050315.1,12921,3,3551,6,6855,0,0,1,-48,5018,3356,0,0,0,0
GCA_002050315.1,5199,1,737,2,3082,0,0,0,0,0,130,0,0,0,0
GCA_002050315.1,7338,0,0,7,5381,0,0,0,0,0,1441,0,0,0,0
GCA_002050315.1,7796,11,7107,0,0,5,-87,0,0,491,0,0,0,0,0
GCA_002050315.1,10687,6,3432,7,4973,1,-7,0,0,2019,5324,0,0,0,0
GCA_002050315.1,41951,12,9054,33,25130,0,0,4,-31,32116,12109,0,0,0,0
GCA_002050315.1,29228,14,14407,11,10003,1,-16,1,-16,14216,14552,0,0,0,0
GCA_002050315.1,14521,4,4100,8,8891,1,-19,1,-3,447,3214,0,0,0,0
GCA_002050315.1,20738,4,2412,15,14133,0,0,1,-10,17981,4262,0,0,0,0
GCA_002050315.1,22895,3,3333,10,16637,0,0,1,-3,3062,5974,0,0,0,0
GCA_002050315.1,3733,3,2961,1,481,1,-3,0,0,55,0,0,0,0,0
GCA_002050315.1,17171,0,0,14,15586,0,0,3,-28,0,1518,0,0,0,0
GCA_002050315.1,7300,3,3533,3,2781,0,0,0,0,1112,2608,0,0,0,0
GCA_002050315.1,5451,0,0,3,4833,0,0,1,-3,0,303,0,0,0,0
GCA_002050315.1,3763,1,194,3,1374,0,0,0,0,0,1883,0,0,0,0
GCA_002050315.1,5575,2,2841,3,1554,0,0,0,0,2630,901,0,0,0,0
GCA_002050315.1,13986,10,8879,3,2418,1,-10,0,0,4180,468,0,0,0,0
GCA_002050315.1,28911,17,21568,3,1104,6,-42,0,0,4265,23027,0,0,0,0
GCA_002050315.1,18660,3,2232,16,12389,1,-3,2,-10,149,5823,0,0,0,0
GCA_002050315.1,26490,19,13282,9,9543,1,-6,0,0,12535,2848,0,0,0,0
GCA_002050315.1,32802,13,13910,12,13668,0,0,0,0,13538,6192,0,0,0,0
GCA_002050315.1,30315,8,11092,12,14397,1,-43,0,0,18491,4947,0,0,0,0
GCA_002050315.1,23450,13,8990,11,12202,1,-3,0,0,14318,6483,0,0,0,0
GCA_002050315.1,13249,4,2114,7,9488,1,-3,0,0,10919,634,0,0,0,0
GCA_002050315.1,39906,7,2423,28,33053,3,-9,4,-65,37214,4475,0,0,0,0
GCA_002050315.1,20512,3,771,14,17365,1,-3,6,-138,7726,1385,0,0,0,0
GCA_002050315.1,32519,12,11546,19,15347,1,-13,1,-111,13818,14579,0,0,0,0
GCA_002050315.1,16629,14,8009,4,5705,3,-28,0,0,8482,7370,0,0,0,0
GCA_002050315.1,11013,2,2323,8,6625,0,0,0,0,179,3459,0,0,0,0
GCA_002050315.1,31958,13,9974,19,17696,3,-110,4,-35,17137,12796,0,0,0,0
GCA_002050315.1,9241,6,7755,0,0,0,0,0,0,903,0,0,0,0,0
GCA_002050315.1,5676,3,1614,1,1412,0,0,0,0,372,0,0,0,0,0
GCA_002050315.1,14360,4,2568,9,9729,0,0,1,-3,11577,1901,0,0,0,0
GCA_002050315.1,13268,5,6811,3,3402,0,0,1,-19,5007,552,0,0,0,0
GCA_002050315.1,14111,1,302,10,11186,0,0,0,0,0,1723,0,0,0,0
GCA_002050315.1,30138,5,8710,18,12033,0,0,1,-24,8453,13946,0,0,0,0
GCA_002050315.1,6556,0,0,9,4721,0,0,0,0,0,1535,0,0,0,0
GCA_002050315.1,19119,12,10314,4,5582,2,-49,0,0,8612,1032,0,0,0,0
GCA_002050315.1,18419,8,4031,11,11950,0,0,1,-10,14387,5096,0,0,0,0
GCA_002050315.1,2925,2,803,1,1505,0,0,0,0,1991,0,0,0,0,0
GCA_002050315.1,20649,10,6018,13,10736,0,0,2,-10,5311,9667,0,0,0,0
GCA_002050315.1,19706,12,10816,13,5459,3,-60,2,-24,8889,13165,0,0,0,0
GCA_002050315.1,6122,5,1444,4,3797,0,0,0,0,274,161,0,0,0,0
GCA_002050315.1,90618,46,39829,40,38546,4,-9,6,-64,46095,48102,0,0,0,0
GCA_002050315.1,9590,3,4443,3,3528,1,-7,0,0,-2,5096,0,0,0,0
GCA_002050315.1,8087,6,6663,2,443,0,0,0,0,949,1210,0,0,0,0
GCA_002050315.1,5817,3,5286,0,0,0,0,0,0,297,0,0,0,0,0
GCA_002050315.1,8178,1,2009,5,3808,0,0,0,0,0,3473,0,0,0,0
GCA_002050315.1,11173,11,9428,1,188,2,-28,0,0,1632,0,0,0,0,0
GCA_002050315.1,3292,2,1750,0,0,1,-16,0,0,-16,0,0,0,0,0
GCA_002050315.1,13478,6,4470,10,5058,0,0,3,-65,6441,8168,0,0,0,0
GCA_002050315.1,6587,1,317,6,5461,0,0,0,0,0,924,0,0,0,0
GCA_002050315.1,66983,38,33583,23,22065,8,-153,1,-3,33399,37644,0,0,0,0
GCA_002050315.1,3092,2,1990,1,305,0,0,0,0,131,0,0,0,0,0
GCA_002050315.1,19908,13,16229,2,610,1,-43,0,0,2998,3,0,0,0,0
GCA_002050315.1,32239,13,6098,21,20460,2,-3,4,-34,23358,11539,0,0,0,0
GCA_002050315.1,50777,14,14242,27,29046,2,-6,7,-62,32329,19316,0,0,0,0
GCA_002050315.1,17720,6,4056,11,10459,0,0,0,0,11851,3635,0,0,0,0
GCA_002050315.1,77858,28,23744,30,41178,0,0,4,-22,52975,14712,0,0,0,0
GCA_002050315.1,11339,9,10131,0,0,0,0,0,0,962,0,0,0,0,0
GCA_002050315.1,18524,1,833,33,16806,0,0,7,-206,0,631,0,0,0,0
GCA_002050315.1,6113,6,3915,0,0,0,0,0,0,1686,0,0,0,0,0
GCA_002050315.1,40161,26,24504,9,9399,7,-64,0,0,14694,17280,0,0,0,0
GCA_002050315.1,27666,26,25750,2,841,7,-63,0,0,718,26778,0,0,0,0
GCA_002050315.1,23460,15,9672,11,9835,2,-6,1,-25,12837,11125,0,0,0,0
GCA_002050315.1,5141,4,3770,0,0,0,0,0,0,1138,0,0,0,0,0
GCA_002050315.1,19049,7,7181,6,9090,2,-6,0,0,6916,850,0,0,0,0
GCA_002050315.1,12859,2,4219,8,5824,0,0,0,0,94,5756,0,0,0,0
GCA_002050315.1,8302,8,5185,1,245,0,0,0,0,2694,0,0,0,0,0
GCA_002050315.1,9361,8,7546,2,573,1,-3,1,-70,1064,-70,0,0,0,0
GCA_002050315.1,16904,8,8860,2,2767,2,-25,0,0,2817,152,0,0,0,0
GCA_002050315.1,34047,17,25024,7,5915,4,-13,2,-52,7779,18201,0,0,0,0
GCA_002050315.1,19009,3,2267,17,14746,0,0,0,0,16505,1159,0,0,0,0
GCA_002050315.1,20078,8,8281,7,6970,0,0,1,-3,3249,12556,0,0,0,0
GCA_002050315.1,23086,3,2979,15,15744,0,0,0,0,7836,6988,0,0,0,0
GCA_002050315.1,46769,25,16019,20,23705,3,-22,3,-34,26168,21791,0,0,0,0
GCA_002050315.1,43970,18,19932,14,15919,2,-94,2,-47,20019,27252,0,0,0,0
GCA_002050325.1,21505,9,8125,6,6819,2,-15,0,0,2457,3505,0,0,0,0
GCA_002050325.1,278968,92,76014,171,149207,5,-108,25,-321,197163,129760,0,0,0,0
GCA_002050325.1,133567,55,50893,68,58193,1,-6,3,-19,79663,75138,0,0,0,0
GCA_002050325.1,85944,29,34444,46,40320,3,-12,4,-23,23078,45621,0,0,0,0
GCA_002050325.1,137788,64,60758,52,55736,6,-56,4,-28,74214,72248,0,0,0,0
GCA_002050325.1,79950,30,27455,35,38557,3,-38,3,-48,49559,38933,0,0,0,0
GCA_002050325.1,169681,59,54438,77,81634,8,-187,5,-91,97208,87302,0,0,0,0
GCA_002050325.1,35970,8,6325,22,20204,0,0,3,-6,17673,15480,0,0,0,0
GCA_002050325.1,62773,39,30365,25,17837,4,-29,3,-74,31745,44116,0,0,0,0
GCA_002050325.1,117077,43,30175,61,61662,4,-28,8,-110,74924,55048,0,0,0,0
GCA_002050325.1,42133,48,29404,8,7327,8,-186,4,-15,12728,1915,0,0,0,0
GCA_002050325.1,54897,16,10733,31,30744,2,-10,2,-37,40117,24080,0,0,0,0
GCA_002050325.1,90065,53,44475,35,32500,5,-35,9,-50,45407,46531,0,0,0,0
GCA_002050325.1,179258,103,104976,50,50455,13,-130,4,-19,72953,127867,0,0,0,0
GCA_002050325.1,65421,36,27333,26,29389,2,0,3,-24,19894,35252,0,1,0,24
GCA_002050325.1,175872,44,33418,111,105934,3,-71,13,-159,136685,68193,0,0,0,0
GCA_002050325.1,4831,3,4558,0,0,0,0,0,0,146,0,0,0,0,0
GCA_002050325.1,79307,30,40146,26,21497,4,-16,2,-13,36842,52043,0,0,0,0
GCA_002050325.1,79957,49,54632,16,14864,1,-12,2,-16,15582,29196,0,0,0,0
GCA_002050325.1,170419,92,102731,37,39707,5,-22,3,-68,67687,106905,0,0,0,0
GCA_002050325.1,107991,28,31202,54,61009,6,-81,8,-110,53463,46958,0,0,0,0
GCA_002050325.1,68596,41,36780,24,23329,8,-250,5,-107,25671,39781,0,0,0,0
GCA_002050325.1,7855,5,4239,6,1911,0,0,0,0,1220,370,0,0,0,0
GCA_002050325.1,40775,22,18119,20,13436,2,-18,1,-3,20579,27306,0,0,0,0
GCA_002050325.1,3750,1,210,2,2005,0,0,0,0,0,267,0,0,0,0
GCA_002050325.1,16612,7,6668,4,6961,0,0,0,0,868,9420,0,0,0,0
GCA_002050325.1,15012,0,0,15,14120,0,0,0,0,0,891,0,0,0,0
GCA_002050325.1,293350,134,127947,125,112751,10,-304,11,-140,164876,170864,0,0,0,0
GCA_002050325.1,79423,34,25179,36,39261,2,-6,6,-41,52038,38217,0,0,0,0
GCA_002050325.1,195110,51,44105,125,114248,5,-67,16,-275,133542,80782,0,0,0,0
GCA_002050325.1,95931,42,40668,46,39833,4,-41,4,-61,46538,56097,0,0,0,0
GCA_002050325.1,5574,1,344,5,3392,0,0,1,-3,0,1860,0,0,0,0
GCA_002050325.1,91743,49,39400,36,29146,3,-22,2,-15,42803,56298,0,0,0,0
GCA_002050325.1,26354,2,3376,19,17312,0,0,1,-3,12237,8026,0,0,0,0
GCA_002050325.1,23386,22,17360,0,0,6,-169,0,0,1989,0,0,0,0,0
GCA_002050325.1,10052,11,8041,2,397,4,-28,0,0,1634,6532,0,0,0,0
GCA_002443295.1,324149,186,216829,66,51648,22,-207,4,-59,105717,260431,0,0,0,0
GCA_002443295.1,35148,21,27927,1,653,3,-35,0,0,7194,0,0,0,0,0
GCA_002443295.1,192077,135,125862,34,25583,21,-237,2,-7,66214,156796,0,0,0,0
GCA_002443295.1,467696,174,173472,230,205702,21,-200,23,-160,293489,252961,0,0,0,0
GCA_002443295.1,316065,96,98769,171,156123,9,-123,26,-192,211854,159459,0,0,0,0
GCA_002443295.1,8914,3,2244,5,3976,0,0,0,0,89,4888,0,0,0,0
GCA_002443295.1,65394,10,10892,36,39582,1,-3,4,-20,35404,25637,0,0,0,0
GCA_002443295.1,5093,0,0,1,4988,0,0,0,0,0,0,0,0,0,0
GCA_002443295.1,24087,0,0,4,23888,0,0,2,-9,0,186,0,0,0,0
GCA_002443295.1,214433,55,49706,95,121289,3,-9,18,-337,102376,93143,0,0,0,0
GCA_002443295.1,124807,43,35858,55,47497,2,-21,5,-24,87569,74320,0,0,0,0
GCA_002443295.1,1928,0,0,2,1495,0,0,0,0,0,41,0,0,0,0
GCA_002443295.1,291298,112,104440,142,125495,12,-94,24,-414,181938,165565,0,0,0,0
GCA_002443295.1,138638,60,52560,65,57658,3,-77,10,-64,86077,71589,0,0,0,0
GCA_002443295.1,78255,26,21147,42,41814,5,-39,3,-22,47264,33922,0,0,0,0
GCA_002443295.1,52073,24,21303,17,13261,3,-20,1,-3,26385,38591,0,0,0,0
GCA_002443295.1,245389,94,74131,121,116588,8,-56,9,-100,171255,125475,0,0,0,0
GCA_002443295.1,18593,13,5705,12,5823,3,-30,2,-10,12382,10000,0,0,0,0
GCA_002443295.1,13285,6,1818,11,4657,0,0,1,-7,7707,7740,0,0,0,0
GCA_002443295.1,53940,5,5440,45,34761,0,0,8,-74,48163,12516,0,0,0,0
GCA_002443295.1,24945,8,8632,10,12185,0,0,2,-16,16312,5361,0,0,0,0
GCA_002443295.1,219109,100,73204,108,90868,15,-271,10,-92,145838,119619,0,0,0,0
GCA_002443295.1,9151,4,4325,3,1425,0,0,0,0,1365,369,0,0,0,0
GCA_002443295.1,82839,35,39141,17,23770,1,-3,3,-86,42615,40690,0,0,0,0
GCA_002443295.1,51433,12,8655,39,34197,1,-19,8,-76,35125,17235,0,0,0,0
GCA_002443295.1,2075,0,0,2,1249,0,0,0,0,0,108,0,0,0,0
GCA_002443295.1,222841,109,100803,88,81442,8,-50,12,-91,115515,140897,0,0,0,0
GCA_002443295.1,485314,235,219986,192,169788,24,-233,17,-85,265327,309317,0,0,0,0
GCA_002443295.1,154700,109,83345,42,38928,10,-100,5,-34,71222,102257,0,0,0,0
GCA_002443295.1,5240,3,1257,1,3113,0,0,0,0,3852,0,0,0,0,0
GCA_002443295.1,87607,36,25917,40,43215,5,-19,4,-34,54265,40284,0,0,0,0
GCA_002443295.1,5514,0,0,7,4238,0,0,0,0,0,1069,0,0,0,0
GCA_002443295.1,1261,0,0,1,398,0,0,0,0,0,0,0,0,0,0
GCA_002443295.1,130084,58,52859,54,48483,9,-102,1,0,71569,81493,0,0,0,0
GCA_002443295.1,51216,23,18934,27,20211,2,-19,2,-13,25935,30998,0,0,0,0
GCA_002443295.1,34707,5,6367,21,19845,0,0,2,-26,14170,14341,0,0,0,0
GCA_002443295.1,867,0,0,0,0,0,0,0,0,0,0,0,0,0,0
GCA_002443295.1,94699,46,48926,24,26013,5,-94,0,0,35246,63632,0,0,0,0
GCA_002443295.1,2403,1,101,3,2184,0,0,1,-7,0,-6,0,1,0,42
GCA_002443295.1,45954,15,11697,20,22036,0,0,0,0,33293,19553,0,0,0,0
GCA_002443295.1,1683,1,935,0,0,0,0,0,0,0,0,0,0,0,0
GCA_002443295.1,523,1,149,0,0,0,0,0,0,0,0,0,0,0,0
GCA_002443295.1,81777,46,39575,29,21753,8,-60,3,-28,41765,58309,0,0,0,0
GCA_002443295.1,34774,17,18847,8,5290,2,-41,0,0,15221,7642,0,0,0,0
GCA_002443295.1,184975,141,129066,13,13761,19,-136,1,-3,54634,127834,0,0,0,0
GCA_002443295.1,46790,19,24491,15,12673,3,-26,0,0,18396,27174,0,0,0,0
GCA_002443295.1,79110,26,21205,34,36764,0,0,2,-19,54466,41396,0,0,0,0
GCA_003577195.1,5637,3,1704,2,2641,0,0,0,0,497,51,0,0,0,0
GCA_003577195.1,5582,0,0,2,349,0,0,0,0,0,4556,0,0,0,0
GCA_003577195.1,40464,23,22205,7,9446,2,-15,2,-3,18037,3044,0,0,0,0
GCA_003577195.1,50718,17,17014,29,26910,1,-69,2,-6,33075,12428,0,0,0,0
GCA_003577195.1,32411,9,7920,21,19827,0,0,1,-13,22195,12130,0,0,0,0
GCA_003577195.1,35885,9,5931,19,24584,0,0,3,-9,29115,7945,0,0,0,0
GCA_003577195.1,31798,19,19747,6,7380,1,-3,0,0,6776,23175,0,0,0,0
GCA_003577195.1,5097,6,4531,0,0,2,-6,0,0,565,0,0,0,0,0
GCA_003577195.1,73029,39,32956,30,28131,4,-34,4,-81,33837,44338,0,0,0,0
GCA_003577195.1,5023,3,2334,2,1879,0,0,0,0,1174,525,0,0,0,0
GCA_003577195.1,4910,0,0,4,3893,0,0,0,0,0,735,0,0,0,0
GCA_003577195.1,40042,11,9619,20,25424,3,-52,3,-13,23913,12705,0,0,0,0
GCA_003577195.1,4817,4,4271,0,0,2,-9,0,0,-4,0,0,0,0,0
GCA_003577195.1,29443,0,0,24,27360,0,0,4,-65,0,1751,0,0,0,0
GCA_003577195.1,4716,1,707,6,2763,0,0,0,0,0,1754,0,0,0,0
GCA_003577195.1,4672,5,3847,0,0,2,-22,0,0,447,0,0,0,0,0
GCA_003577195.1,4667,2,1780,3,2274,0,0,0,0,145,189,0,0,0,0
GCA_003577195.1,4640,1,2438,3,1155,0,0,0,0,0,622,0,0,0,0
GCA_003577195.1,28980,15,17397,8,6586,1,-6,1,-3,8568,21555,0,0,0,0
GCA_003577195.1,4608,3,3644,0,0,1,-3,0,0,85,0,0,0,0,0
GCA_003577195.1,1655,3,1290,1,84,2,-89,0,0,-89,0,0,0,0,0
GCA_003577195.1,4446,3,4137,0,0,1,-25,0,0,-11,0,0,0,0,0
GCA_003577195.1,28259,10,7136,15,16890,2,-6,3,-16,9137,5215,0,0,0,0
GCA_003577195.1,31331,8,8134,20,18325,0,0,3,-12,17311,10990,0,0,0,0
GCA_003577195.1,4326,2,3217,0,0,0,0,0,0,114,0,0,0,0,0
GCA_003577195.1,27546,12,14469,9,9738,1,-3,1,-3,6542,15996,0,0,0,0
GCA_003577195.1,4233,3,3732,0,0,0,0,0,0,87,0,0,0,0,0
GCA_003577195.1,27338,3,1049,26,24434,0,0,7,-68,24647,2029,0,0,0,0
GCA_003577195.1,35243,22,16360,14,12509,5,-9,2,-6,15625,16784,0,0,0,0
GCA_003577195.1,27057,16,17105,6,5481,2,-37,2,-6,7563,10558,0,0,0,0
GCA_003577195.1,27038,11,5756,18,16746,1,-3,3,-40,16024,4314,0,0,0,0
GCA_003577195.1,27013,11,10903,18,13221,3,-16,2,-61,11333,9687,0,0,0,0
GCA_003577195.1,4133,8,3593,0,0,3,-75,0,0,402,0,0,0,0,0
GCA_003577195.1,26656,8,4739,17,18295,2,-3,4,-34,21355,3748,0,0,0,0
GCA_003577195.1,35342,15,16959,15,12534,0,0,0,0,16474,10696,0,0,0,0
GCA_003577195.1,4034,2,1976,1,1331,0,0,0,0,127,0,0,0,0,0
GCA_003577195.1,4022,1,980,2,2158,0,0,0,0,0,166,0,0,0,0
GCA_003577195.1,4021,4,3083,0,0,1,-10,0,0,583,0,0,0,0,0
GCA_003577195.1,4020,2,1990,2,807,0,0,0,0,246,207,0,0,0,0
GCA_003577195.1,50817,18,14955,33,29344,4,-28,2,-3,9787,21387,0,0,0,0
GCA_003577195.1,25800,23,17569,5,2632,1,-19,1,0,5849,9104,0,0,0,0
GCA_003577195.1,30302,16,15455,13,10946,0,0,0,0,13135,16091,0,0,0,0
GCA_003577195.1,25310,7,3998,22,18065,2,-28,7,-31,2679,6429,0,0,0,0
GCA_003577195.1,6859,0,0,4,5267,0,0,0,0,0,565,0,0,0,0
GCA_003577195.1,3767,0,0,4,2555,0,0,0,0,0,189,0,0,0,0
GCA_003577195.1,6314,4,5201,1,281,1,-36,0,0,391,0,0,0,0,0
GCA_003577195.1,24505,13,10778,8,8287,3,-60,0,0,12186,3215,0,0,0,0
GCA_003577195.1,3634,4,3549,0,0,0,0,0,0,84,0,0,0,0,0
GCA_003577195.1,3586,0,0,1,2618,0,0,0,0,0,0,0,0,0,0
GCA_003577195.1,3568,1,200,6,3192,0,0,2,-70,0,33,0,0,0,0
GCA_003577195.1,3535,2,682,1,776,1,-10,0,0,-10,0,0,0,0,0
GCA_003577195.1,23721,13,13604,7,7937,1,-6,2,-52,1063,15156,0,0,0,0
GCA_003577195.1,3466,2,1915,2,508,0,0,0,0,14,249,0,0,0,0
GCA_003577195.1,3465,3,1017,2,955,1,-10,0,0,961,1106,0,0,0,0
GCA_003577195.1,3436,0,0,6,2286,0,0,0,0,0,628,0,0,0,0
GCA_003577195.1,3427,2,1456,1,947,0,0,0,0,34,0,0,0,0,0
GCA_003577195.1,6286,1,803,4,3695,0,0,0,0,0,2017,0,0,0,0
GCA_003577195.1,37206,18,21216,9,9936,4,-28,3,-41,15768,10445,0,0,0,0
GCA_003577195.1,23006,14,12718,9,6909,2,-10,0,0,9661,14178,0,0,0,0
GCA_003577195.1,22918,18,15717,3,2232,2,-10,1,-3,6522,149,0,0,0,0
GCA_003577195.1,5880,3,1362,3,2832,0,0,0,0,742,220,0,0,0,0
GCA_003577195.1,3284,0,0,2,2809,0,0,0,0,0,168,0,0,0,0
GCA_003577195.1,3210,0,0,2,3019,0,0,0,0,0,37,0,0,0,0
GCA_003577195.1,22224,12,9705,10,7838,3,-40,1,-13,9218,8771,0,0,0,0
GCA_003577195.1,3066,1,887,2,1327,0,0,1,-19,0,-19,0,0,0,0
GCA_003577195.1,21511,4,2819,17,15202,0,0,0,0,17370,5198,0,0,0,0
GCA_003577195.1,21397,4,5588,12,10275,0,0,0,0,11490,4567,0,0,0,0
GCA_003577195.1,3037,1,1565,1,845,0,0,0,0,0,0,0,0,0,0
GCA_003577195.1,3020,1,272,4,2484,0,0,1,-3,0,47,0,0,0,0
GCA_003577195.1,2993,0,0,5,2763,0,0,1,-13,0,229,0,0,0,0
GCA_003577195.1,2963,1,291,1,2009,0,0,0,0,0,0,0,0,0,0
GCA_003577195.1,2960,0,0,3,2128,0,0,0,0,0,557,0,0,0,0
GCA_003577195.1,20897,12,10573,6,7423,1,-3,0,0,10123,5273,0,0,0,0
GCA_003577195.1,2944,0,0,2,2454,0,0,0,0,0,106,0,0,0,0
GCA_003577195.1,20836,16,14421,5,3007,3,-44,0,0,4487,7190,0,0,0,0
GCA_003577195.1,2913,0,0,2,2815,0,0,0,0,0,7,0,0,0,0
GCA_003577195.1,2869,4,1611,0,0,1,-7,0,0,908,0,0,0,0,0
GCA_003577195.1,2803,0,0,4,2360,0,0,1,-18,0,190,0,0,0,0
GCA_003577195.1,23930,18,12615,8,6154,3,-28,0,0,4807,17395,0,0,0,0
GCA_003577195.1,2729,0,0,3,2060,0,0,0,0,0,542,0,0,0,0
GCA_003577195.1,19657,15,10258,5,5959,2,-17,0,0,7847,12416,0,0,0,0
GCA_003577195.1,3563,2,277,1,1217,0,0,0,0,3104,0,0,0,0,0
GCA_003577195.1,18979,0,0,11,18016,0,0,4,-29,0,525,0,0,0,0
GCA_003577195.1,30566,8,11071,12,14343,0,0,0,0,18804,5171,0,0,0,0
GCA_003577195.1,4666,0,0,3,3657,0,0,0,0,0,146,0,0,0,0
GCA_003577195.1,2591,1,575,2,1131,0,0,0,0,0,264,0,0,0,0
GCA_003577195.1,26748,8,8551,13,12143,0,0,1,-7,16203,9052,0,0,0,0
GCA_003577195.1,2572,2,616,2,443,0,0,0,0,1365,259,0,0,0,0
GCA_003577195.1,2567,1,1394,0,0,0,0,0,0,0,0,0,0,0,0
GCA_003577195.1,2483,1,518,2,1594,0,0,0,0,0,29,0,0,0,0
GCA_003577195.1,2470,1,1367,1,413,0,0,0,0,0,0,0,1,0,9
GCA_003577195.1,2466,0,0,2,2021,0,0,0,0,0,147,0,0,0,0
GCA_003577195.1,17854,6,5533,13,9037,0,0,2,-13,2889,8228,0,0,0,0
GCA_003577195.1,17830,5,9955,5,5194,0,0,0,0,3116,12194,0,0,0,0
GCA_003577195.1,107183,76,80015,19,16254,7,-145,0,0,25810,59986,0,0,0,0
GCA_003577195.1,4343,8,1888,1,185,3,-62,0,0,1648,0,0,0,0,0
GCA_003577195.1,17208,15,12843,1,923,5,-23,0,0,3584,0,0,0,0,0
GCA_003577195.1,2345,1,309,4,1142,0,0,0,0,0,741,0,0,0,0
GCA_003577195.1,2344,2,814,1,683,0,0,0,0,143,0,0,0,0,0
GCA_003577195.1,30018,17,14715,13,9488,1,-3,0,0,15302,14083,0,0,0,0
GCA_003577195.1,2330,2,967,2,586,0,0,0,0,123,15,0,0,0,0
GCA_003577195.1,25418,5,6874,13,14627,0,0,0,0,11832,10516,0,0,0,0
GCA_003577195.1,2263,3,2067,0,0,0,0,0,0,194,0,0,0,0,0
GCA_003577195.1,18036,6,8712,11,6784,1,-3,1,-3,7774,10255,0,0,0,0
GCA_003577195.1,16273,9,10263,4,3857,1,-7,1,-19,4806,11358,0,0,0,0
GCA_003577195.1,2210,1,1337,1,407,0,0,0,0,0,0,0,0,0,0
GCA_003577195.1,32662,18,17166,16,10025,5,-61,0,0,14858,13713,0,0,0,0
GCA_003577195.1,2197,1,233,3,1954,0,0,0,0,0,227,0,0,0,0
GCA_003577195.1,16727,5,4451,10,9182,0,0,0,0,11669,1460,0,0,0,0
GCA_003577195.1,4289,6,2292,1,290,1,-3,0,0,892,0,0,0,0,0
GCA_003577195.1,15795,8,2825,10,11336,0,0,0,0,12829,571,0,0,0,0
GCA_003577195.1,3575,2,809,2,388,0,0,0,0,543,86,0,0,0,0
GCA_003577195.1,15510,8,5658,7,6905,0,0,1,-18,3407,5656,0,0,0,0
GCA_003577195.1,2101,1,554,1,233,0,0,0,0,0,0,0,0,0,0
GCA_003577195.1,18619,6,9090,7,7181,0,0,2,-6,844,6923,0,0,0,0
GCA_003577195.1,2094,2,1318,0,0,0,0,0,0,173,0,0,0,0,0
GCA_003577195.1,15271,4,3581,7,8804,1,-28,1,-3,117,2486,0,0,0,0
GCA_003577195.1,17387,9,8988,5,5484,1,-3,0,0,4952,8433,0,0,0,0
GCA_003577195.1,2043,1,238,2,1336,0,0,0,0,0,4,0,0,0,0
GCA_003577195.1,2025,0,0,2,1603,0,0,0,0,0,222,0,0,0,0
GCA_003577195.1,14981,6,7299,9,4687,0,0,0,0,4672,8952,0,0,0,0
GCA_003577195.1,2015,1,1008,1,209,0,0,0,0,0,0,0,0,0,0
GCA_003577195.1,14745,0,0,10,13475,0,0,1,-10,0,662,0,0,0,0
GCA_003577195.1,14678,2,3346,6,8525,0,0,0,0,600,5945,0,0,0,0
GCA_003577195.1,14645,1,1307,7,10241,0,0,0,0,0,2934,0,0,0,0
GCA_003577195.1,31837,5,9058,18,16122,2,-13,1,-64,655,4599,0,0,0,0
GCA_003577195.1,1939,0,0,1,1862,0,0,0,0,0,0,0,0,0,0
GCA_003577195.1,1935,2,452,2,619,1,-40,1,-46,-40,-46,0,0,0,0
GCA_003577195.1,1915,0,0,6,1434,0,0,1,-3,0,339,0,0,0,0
GCA_003577195.1,19105,34,16833,1,833,7,-206,0,0,768,0,0,0,0,0
